村志代码 Gazetteer Code,村志书名 Gazetteer Title,Category,Division1,Division2,Start Year,End Year,Data
0242,横浦村志,新党员 New CCP Membership,女 Female,,1960,1969,16
0242,横浦村志,新党员 New CCP Membership,女 Female,,1980,1989,8
0242,横浦村志,新党员 New CCP Membership,女 Female,,1990,1999,8
0242,横浦村志,新党员 New CCP Membership,女 Female,,2000,2010,9
0242,横浦村志,新党员 New CCP Membership,总 Total,,1954,1959,36
0242,横浦村志,新党员 New CCP Membership,总 Total,,1960,1969,54
0242,横浦村志,新党员 New CCP Membership,总 Total,,1970,1979,46
0242,横浦村志,新党员 New CCP Membership,总 Total,,1980,1989,36
0242,横浦村志,新党员 New CCP Membership,总 Total,,1990,1999,29
0242,横浦村志,新党员 New CCP Membership,总 Total,,2000,2010,18
0242,横浦村志,新党员 New CCP Membership,女 Female,,1970,1979,9
0242,横浦村志,阶级成分 Class Status,,地主 Landlord,1947,1952,8
0242,横浦村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,10
0242,横浦村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,130
0242,横浦村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,340
0243,南韩继村志,入伍 Military Enlistment,,,1949,2015,62
0244,盐行村志,入伍 Military Enlistment,,,1949,1953,16
0244,盐行村志,入伍 Military Enlistment,,,1955,2012,82
0245,上园村志,入伍 Military Enlistment,,,1949,1996,58
0245,上园村志,共产党员 CCP Membership,总 Total,,1949,1996,34
0246,卫通村志,入伍 Military Enlistment,,,1999,2010,13
0246,卫通村志,新党员 New CCP Membership,总 Total,,1952,1956,8
0246,卫通村志,新党员 New CCP Membership,总 Total,,1957,1960,6
0246,卫通村志,新党员 New CCP Membership,总 Total,,1961,1965,17
0246,卫通村志,新党员 New CCP Membership,总 Total,,1966,1970,29
0246,卫通村志,新党员 New CCP Membership,总 Total,,1971,1975,27
0246,卫通村志,新党员 New CCP Membership,总 Total,,1981,1985,11
0246,卫通村志,新党员 New CCP Membership,总 Total,,1986,1990,11
0246,卫通村志,新党员 New CCP Membership,总 Total,,1991,1995,13
0246,卫通村志,新党员 New CCP Membership,总 Total,,1996,2000,7
0246,卫通村志,新党员 New CCP Membership,总 Total,,2001,2005,7
0246,卫通村志,新党员 New CCP Membership,总 Total,,2006,2010,9
0246,卫通村志,新党员 New CCP Membership,总 Total,,1976,1980,12
0246,民主村志,入伍 Military Enlistment,,,2000,2010,34
0246,卫通村志,入伍 Military Enlistment,,,1988,2010,120
0247,亭北村志,村民纠纷 Number of Civil Mediations,,,2007,2010,121
0247,亭北村志,共产党员 CCP Membership,总 Total,,1951,1953,8
0247,亭北村志,共产党员 CCP Membership,总 Total,,1950,2010,177
0247,亭北村志,新党员 New CCP Membership,总 Total,,1954,1957,33
0247,亭北村志,新党员 New CCP Membership,总 Total,,1960,1969,32
0247,亭北村志,新党员 New CCP Membership,总 Total,,1970,1979,39
0247,亭北村志,新党员 New CCP Membership,总 Total,,1980,1989,26
0247,亭北村志,新党员 New CCP Membership,总 Total,,1990,1999,10
0247,亭北村志,新党员 New CCP Membership,总 Total,,2000,2013,29
0248,东夏园村志,入伍 Military Enlistment,,,1949,2014,17
0249,北桥村志,入伍 Military Enlistment,,,1955,2012,104
0249,北桥村志,入伍 Military Enlistment,,,1950,1953,16
0250,慧农村志,入伍 Military Enlistment,,,1955,2010,238
0250,慧农村志,新党员 New CCP Membership,总 Total,,1952,1959,67
0250,慧农村志,新党员 New CCP Membership,男 Male,,1952,1959,60
0250,慧农村志,新党员 New CCP Membership,女 Female,,1952,1959,7
0250,慧农村志,新党员 New CCP Membership,总 Total,,1960,1969,52
0250,慧农村志,新党员 New CCP Membership,男 Male,,1960,1969,44
0250,慧农村志,新党员 New CCP Membership,女 Female,,1960,1969,8
0250,慧农村志,新党员 New CCP Membership,总 Total,,1970,1979,51
0250,慧农村志,新党员 New CCP Membership,男 Male,,1970,1979,43
0250,慧农村志,新党员 New CCP Membership,女 Female,,1970,1979,8
0250,慧农村志,新党员 New CCP Membership,总 Total,,1980,1989,31
0250,慧农村志,新党员 New CCP Membership,男 Male,,1980,1989,28
0250,慧农村志,新党员 New CCP Membership,女 Female,,1980,1989,3
0250,慧农村志,新党员 New CCP Membership,总 Total,,1990,1999,21
0250,慧农村志,新党员 New CCP Membership,男 Male,,1990,1999,17
0250,慧农村志,新党员 New CCP Membership,女 Female,,1990,1999,4
0250,慧农村志,新党员 New CCP Membership,总 Total,,2000,2010,19
0250,慧农村志,新党员 New CCP Membership,男 Male,,2000,2010,9
0250,慧农村志,新党员 New CCP Membership,女 Female,,2000,2010,10
0254,亭东村志,入伍 Military Enlistment,,,1955,2010,145
0254,亭东村志,村民纠纷 Number of Civil Mediations,,,1990,1995,48
0254,亭东村志,村民纠纷 Number of Civil Mediations,,,2005,2010,210
0254,亭东村志,新党员 New CCP Membership,男 Male,,1986,2010,27
0254,亭东村志,新党员 New CCP Membership,女 Female,,1986,2010,5
0254,亭东村志,新党员 New CCP Membership,总 Total,,1986,2010,32
0255,民主村志,入伍 Military Enlistment,,,1955,2010,372
0255,民主村志,共产党员 CCP Membership,男 Male,,1952,1959,20
0255,民主村志,共产党员 CCP Membership,男 Male,,1960,1969,68
0255,民主村志,共产党员 CCP Membership,男 Male,,1970,1979,60
0255,民主村志,共产党员 CCP Membership,男 Male,,1980,1989,24
0255,民主村志,共产党员 CCP Membership,男 Male,,1990,1999,24
0255,民主村志,共产党员 CCP Membership,男 Male,,2000,2010,18
0255,民主村志,共产党员 CCP Membership,女 Female,,1952,1959,4
0255,民主村志,共产党员 CCP Membership,女 Female,,1960,1969,23
0255,民主村志,共产党员 CCP Membership,女 Female,,1970,1979,13
0255,民主村志,共产党员 CCP Membership,女 Female,,1980,1989,4
0255,民主村志,共产党员 CCP Membership,女 Female,,1990,1999,6
0255,民主村志,共产党员 CCP Membership,女 Female,,2000,2010,9
0255,民主村志,共产党员 CCP Membership,总 Total,,1952,1959,24
0255,民主村志,共产党员 CCP Membership,总 Total,,1960,1969,91
0255,民主村志,共产党员 CCP Membership,总 Total,,1970,1979,73
0255,民主村志,共产党员 CCP Membership,总 Total,,1980,1989,28
0255,民主村志,共产党员 CCP Membership,总 Total,,1990,1999,30
0255,民主村志,共产党员 CCP Membership,总 Total,,2000,2010,27
0256,黄山店村志,入伍 Military Enlistment,,,1949,2014,68
0258,罗衙村志,入伍 Military Enlistment,,,1954,2014,70
0259,江头河村志,新党员 New CCP Membership,男 Male,,1957,1958,2
0259,江头河村志,新党员 New CCP Membership,女 Female,,1957,1958,2
0259,江头河村志,新党员 New CCP Membership,总 Total,,1957,1958,4
0260,钱桥村志,入伍 Military Enlistment,,,1955,1999,105
0260,钱桥村志,共产党员 CCP Membership,总 Total,,1949,1952,2
0260,钱桥村志,共产党员 CCP Membership,男 Male,,1949,1952,2
0260,钱桥村志,共产党员 CCP Membership,总 Total,,1953,1957,13
0260,钱桥村志,共产党员 CCP Membership,男 Male,,1953,1957,11
0260,钱桥村志,共产党员 CCP Membership,女 Female,,1953,1957,2
0260,钱桥村志,共产党员 CCP Membership,总 Total,,1958,1983,37
0260,钱桥村志,共产党员 CCP Membership,男 Male,,1958,1983,28
0260,钱桥村志,共产党员 CCP Membership,女 Female,,1958,1983,9
0260,钱桥村志,共产党员 CCP Membership,总 Total,,1984,1999,21
0260,钱桥村志,共产党员 CCP Membership,男 Male,,1984,1999,13
0260,钱桥村志,共产党员 CCP Membership,女 Female,,1984,1999,8
0260,钱桥村志,新党员 New CCP Membership,总 Total,,1958,1959,4
0261,寒王村志,入伍 Military Enlistment,,,1951,2009,59
0262,新维村志,入伍 Military Enlistment,,,1955,2013,23
0263,东张口村志,入伍 Military Enlistment,,,1955,1966,29
0263,东张口村志,入伍 Military Enlistment,,,1968,1977,47
0263,东张口村志,入伍 Military Enlistment,,,1978,1984,32
0263,东张口村志,入伍 Military Enlistment,,,1985,1995,38
0263,东张口村志,入伍 Military Enlistment,,,1996,2010,21
0263,东张口村志,入伍 Military Enlistment,,,2011,2014,6
0263,东张口村志,共产党员 CCP Membership,总 Total,,1950,1978,97
0263,东张口村志,共产党员 CCP Membership,总 Total,,1979,2014,63
0264,长安村志,入伍 Military Enlistment,,,1949,2001,67
0264,长安村志,共产党员 CCP Membership,总 Total,,1954,2001,78
0266,洞阳观村志,入伍 Military Enlistment,,,1955,2012,42
0266,洞阳观村志,共产党员 CCP Membership,女 Female,,2000,2012,4
0266,洞阳观村志,共产党员 CCP Membership,总 Total,,1979,1999,48
0266,洞阳观村志,共产党员 CCP Membership,总 Total,,2000,2012,53
0267,晨钟村志,入伍 Military Enlistment,,,1950,1959,23
0267,晨钟村志,入伍 Military Enlistment,,,1960,1969,13
0267,晨钟村志,入伍 Military Enlistment,,,1970,1979,25
0267,晨钟村志,入伍 Military Enlistment,,,1980,1989,33
0267,晨钟村志,入伍 Military Enlistment,,,1990,2014,21
0268,北陈村志,共产党员 CCP Membership,总 Total,,1949,2009,121
0270,洞源村志,村民纠纷 Number of Civil Mediations,,,1950,1993,3
0270,洞源村志,刑事案件 Number of Reported Crimes,,,1950,1993,4
0270,洞源村志,新党员 New CCP Membership,总 Total,,1971,1973,5
0270,洞源村志,新党员 New CCP Membership,女 Female,,1971,1973,1
0270,洞源村志,新党员 New CCP Membership,总 Total,,1982,1983,6
0270,洞源村志,新党员 New CCP Membership,总 Total,,1984,1993,12
0270,洞源村志,新党员 New CCP Membership,女 Female,,1985,1993,1
0271,东街村志,入伍 Military Enlistment,,,1950,2015,201
0271,东街村志,村民纠纷 Number of Civil Mediations,,,2010,2015,50
0272,芙蓉村志,共产党员 CCP Membership,总 Total,,1968,2011,35
0273,超墘村志,入伍 Military Enlistment,,,1950,2013,84
0273,超墘村志,共产党员 CCP Membership,总 Total,,1952,2013,68
0274,怀德村志,村民纠纷 Number of Civil Mediations,,,1997,1999,25
0274,怀德村志,村民纠纷 Number of Civil Mediations,,,2002,2004,20
0276,大潘家村志,入伍 Military Enlistment,,,1968,2010,54
0276,大潘家村志,村民纠纷 Number of Civil Mediations,,,1995,1999,231
0277,东大寨村志,入伍 Military Enlistment,,,1955,1983,62
0277,东大寨村志,入伍 Military Enlistment,,,1984,2011,34
0278,国际村志,入伍 Military Enlistment,,,1949,2015,81
0278,国际村志,新党员 New CCP Membership,总 Total,,1950,1959,2
0278,国际村志,新党员 New CCP Membership,总 Total,,1960,1969,1
0278,国际村志,新党员 New CCP Membership,总 Total,,1970,1979,13
0278,国际村志,新党员 New CCP Membership,总 Total,,1980,1989,2
0278,国际村志,新党员 New CCP Membership,总 Total,,1990,1999,17
0278,国际村志,新党员 New CCP Membership,总 Total,,2000,2015,53
0278,国际村志,共产党员 CCP Membership,男 Male,,1990,1999,11
0278,国际村志,新党员 New CCP Membership,女 Female,,1990,1999,6
0280,北寨张村志,阶级成分 Class Status,,地主 Landlord,1947,1952,5
0280,北寨张村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,19
0280,北寨张村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,34
0280,北寨张村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,36
0281,碑登村志,新党员 New CCP Membership,总 Total,,1970,1980,10
0281,碑登村志,新党员 New CCP Membership,总 Total,,1981,2000,22
0281,碑登村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,1
0281,碑登村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,36
0281,碑登村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,80
0283,固新村志,共产党员 CCP Membership,总 Total,,1949,1995,53
0283,固新村志,阶级成分 Class Status,,地主 Landlord,1947,1952,4
0283,固新村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,16
0283,固新村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,121
0283,固新村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,439
0287,东方村志,入伍 Military Enlistment,,,1949,2011,131
0289,百胜村志,入伍 Military Enlistment,,,1950,2006,299
0293,碟子沟村志,入伍 Military Enlistment,,,1949,2015,20
0295,何家楼村志,入伍 Military Enlistment,,,1955,2006,43
0296,大省村志,新党员 New CCP Membership,总 Total,,1950,1960,3
0296,大省村志,新党员 New CCP Membership,总 Total,,1960,1969,12
0296,大省村志,新党员 New CCP Membership,总 Total,,1980,1989,7
0300,斗门村志,新党员 New CCP Membership,总 Total,,1950,1979,29
0300,斗门村志,新党员 New CCP Membership,总 Total,,1980,1989,7
0303,陈屯村志,阶级成分 Class Status,,地主 Landlord,1947,1952,8
0303,陈屯村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,9
0303,陈屯村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,66
0303,陈屯村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,45
0306,大英村志,入伍 Military Enlistment,,,1951,2012,56
0309,开弦弓村志,入伍 Military Enlistment,,,1953,1954,17
0309,开弦弓村志,入伍 Military Enlistment,,,1955,1956,5
0309,开弦弓村志,入伍 Military Enlistment,,,1955,2010,151
0309,开弦弓村志,村民纠纷 Number of Civil Mediations,,,2001,2010,121
0309,开弦弓村志,新党员 New CCP Membership,总 Total,,1983,2000,34
0309,开弦弓村志,新党员 New CCP Membership,总 Total,,2001,2010,12
0309,开弦弓村志,共产党员 CCP Membership,男 Male,,1949,1953,3
0309,开弦弓村志,共产党员 CCP Membership,男 Male,,1954,1960,28
0309,开弦弓村志,共产党员 CCP Membership,男 Male,,1961,1970,42
0309,开弦弓村志,共产党员 CCP Membership,男 Male,,1971,1980,81
0309,开弦弓村志,共产党员 CCP Membership,男 Male,,1981,1990,99
0309,开弦弓村志,共产党员 CCP Membership,男 Male,,1991,2000,129
0309,开弦弓村志,共产党员 CCP Membership,男 Male,,2001,2010,134
0309,开弦弓村志,共产党员 CCP Membership,女 Female,,1954,1960,5
0309,开弦弓村志,共产党员 CCP Membership,女 Female,,1961,1970,5
0309,开弦弓村志,共产党员 CCP Membership,女 Female,,1971,1980,8
0309,开弦弓村志,共产党员 CCP Membership,女 Female,,1981,1990,9
0309,开弦弓村志,共产党员 CCP Membership,女 Female,,1991,2000,15
0309,开弦弓村志,共产党员 CCP Membership,女 Female,,2001,2010,25
0309,开弦弓村志,共产党员 CCP Membership,总 Total,,1949,1953,3
0309,开弦弓村志,共产党员 CCP Membership,总 Total,,1954,1960,33
0309,开弦弓村志,共产党员 CCP Membership,总 Total,,1961,1970,47
0309,开弦弓村志,共产党员 CCP Membership,总 Total,,1971,1980,89
0309,开弦弓村志,共产党员 CCP Membership,总 Total,,1981,1990,108
0309,开弦弓村志,共产党员 CCP Membership,总 Total,,1991,2000,144
0309,开弦弓村志,共产党员 CCP Membership,总 Total,,2001,2010,159
0313,刘集村志,入伍 Military Enlistment,,,1949,1954,10
0313,刘集村志,入伍 Military Enlistment,,,1955,2009,48
0315,花沟王村志,入伍 Military Enlistment,,,1949,2016,40
0316,黄岗村志,新党员 New CCP Membership,总 Total,,1970,1979,13
0316,黄岗村志,新党员 New CCP Membership,总 Total,,1980,1989,13
0316,黄岗村志,入伍 Military Enlistment,,,1951,1998,70
0316,黄岗村志,阶级成分 Class Status,,地主 Landlord,1947,1952,15
0316,黄岗村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,6
0316,黄岗村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,87
0316,黄岗村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,164
0316,黄岗村志,新党员 New CCP Membership,总 Total,,1950,1959,8
0316,黄岗村志,新党员 New CCP Membership,总 Total,,1990,1999,26
0318,柳林屯村志,入伍 Military Enlistment,,,1950,1992,75
0318,柳林屯村志,新党员 New CCP Membership,总 Total,,1966,1976,13
0318,柳林屯村志,阶级成分 Class Status,,地主 Landlord,1947,1952,5
0318,柳林屯村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,8
0319,花园关村志,入伍 Military Enlistment,,,1960,2014,41
0320,金沙村志,入伍 Military Enlistment,,,1949,2015,54
0321,巨口铺村志,入伍 Military Enlistment,,,1949,2016,93
0322,后楼村志,入伍 Military Enlistment,,,1949,1954,30
0322,后楼村志,共产党员 CCP Membership,总 Total,,1950,2013,248
0322,后楼村志,新党员 New CCP Membership,总 Total,,1953,1978,186
0322,后楼村志,新党员 New CCP Membership,总 Total,,1979,2013,62
0324,大张营村志,入伍 Military Enlistment,,,1950,2008,56
0324,大张营村志,共产党员 CCP Membership,总 Total,,1950,2008,68
0324,大张营村志,新党员 New CCP Membership,总 Total,,1950,1959,12
0324,大张营村志,新党员 New CCP Membership,总 Total,,1960,1979,38
0324,大张营村志,新党员 New CCP Membership,总 Total,,1980,1989,5
0324,大张营村志,新党员 New CCP Membership,总 Total,,1990,1999,5
0324,大张营村志,新党员 New CCP Membership,总 Total,,2001,2008,8
0324,大张营村志,新党员 New CCP Membership,女 Female,,1950,2008,12
0327,四台子村志,阶级成分 Class Status,,地主 Landlord,1947,1952,5
0327,四台子村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,4
0327,四台子村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,14
0327,四台子村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,240
0330,庙东村志,共产党员 CCP Membership,总 Total,,1955,1956,3
0330,庙东村志,共产党员 CCP Membership,总 Total,,1957,1960,6
0330,庙东村志,共产党员 CCP Membership,总 Total,,1961,1972,21
0330,庙东村志,共产党员 CCP Membership,总 Total,,1972,1975,36
0330,庙东村志,共产党员 CCP Membership,总 Total,,1975,1977,45
0330,庙东村志,共产党员 CCP Membership,总 Total,,1978,1989,52
0330,庙东村志,共产党员 CCP Membership,总 Total,,1989,1996,48
0330,庙东村志,共产党员 CCP Membership,总 Total,,1996,2013,82
0331,茅岗村志,共产党员 CCP Membership,总 Total,,1955,1957,10
0331,茅岗村志,共产党员 CCP Membership,总 Total,,1958,1959,10
0331,茅岗村志,共产党员 CCP Membership,总 Total,,1960,1961,20
0331,茅岗村志,共产党员 CCP Membership,总 Total,,1962,1963,20
0331,茅岗村志,共产党员 CCP Membership,总 Total,,1963,1967,30
0331,茅岗村志,共产党员 CCP Membership,总 Total,,1968,1979,40
0331,茅岗村志,共产党员 CCP Membership,总 Total,,1980,1993,80
0331,茅岗村志,共产党员 CCP Membership,总 Total,,1993,1995,80
0331,茅岗村志,共产党员 CCP Membership,总 Total,,1996,1998,90
0331,茅岗村志,共产党员 CCP Membership,总 Total,,1999,2002,100
0331,茅岗村志,共产党员 CCP Membership,总 Total,,2002,2007,100
0332,近江村志,入伍 Military Enlistment,,,1955,1990,55
0333,柳树林村村志,新党员 New CCP Membership,总 Total,,1990,1999,13
0334,灵岩村志,入伍 Military Enlistment,,,1950,2009,102
0335,吉安城村志,入伍 Military Enlistment,,,1959,2014,76
0335,吉安城村志,共产党员 CCP Membership,总 Total,,1955,2013,60
0336,常青村志续编,入伍 Military Enlistment,,,1989,1992,7
0336,常青村志续编,新党员 New CCP Membership,总 Total,,1987,1992,7
0337,李巷村志,村民纠纷 Number of Civil Mediations,,,2005,2013,238
0337,李巷村志,阶级成分 Class Status,,地主 Landlord,1947,1952,25
0337,李巷村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,14
0337,李巷村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,193
0337,李巷村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,680
0339,旧泉坊村志,共产党员 CCP Membership,总 Total,,1958,1959,5
0340,建河村志,阶级成分 Class Status,,地主 Landlord,1947,1952,3
0340,建河村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,5
0340,建河村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,68
0340,建河村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,170
0342,李家沟村志,入伍 Military Enlistment,,,1949,2012,130
0342,李家沟村志,新党员 New CCP Membership,总 Total,,2009,2011,7
0343,梁官村志,阶级成分 Class Status,,地主 Landlord,1947,1952,10
0343,梁官村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,8
0343,梁官村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,72
0343,梁官村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,167
0344,环湖村志,入伍 Military Enlistment,,,1969,2007,18
0344,环湖村志,新党员 New CCP Membership,总 Total,,1950,1959,4
0344,环湖村志,新党员 New CCP Membership,总 Total,,1960,1969,5
0344,环湖村志,新党员 New CCP Membership,总 Total,,1970,1979,5
0344,环湖村志,新党员 New CCP Membership,总 Total,,1980,1989,8
0344,环湖村志,新党员 New CCP Membership,总 Total,,1990,1999,12
0344,环湖村志,新党员 New CCP Membership,总 Total,,2000,2007,12
0345,辉河村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,5
0345,辉河村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,10
0347,北甸西村志,入伍 Military Enlistment,,,1955,2009,40
0348,尖山下村志,新党员 New CCP Membership,总 Total,,1957,1958,5
0348,尖山下村志,新党员 New CCP Membership,总 Total,,1979,1992,13
0350,蒋家村志,入伍 Military Enlistment,,,1955,2002,62
0350,蒋家村志,阶级成分 Class Status,,地主 Landlord,1947,1952,6
0350,蒋家村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,22
0350,蒋家村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,154
0350,蒋家村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,126
0351,雷家崄村志,入伍 Military Enlistment,,,1956,2005,17
0352,合兴村志,入伍 Military Enlistment,,,1950,2010,31
0352,合兴村志,新党员 New CCP Membership,总 Total,,1951,2010,51
0354,花园岗村志,入伍 Military Enlistment,,,1949,2006,22
0354,花园岗村志,新党员 New CCP Membership,总 Total,,1950,1959,1
0354,花园岗村志,新党员 New CCP Membership,总 Total,,1960,1969,1
0354,花园岗村志,新党员 New CCP Membership,总 Total,,1970,1979,4
0354,花园岗村志,新党员 New CCP Membership,总 Total,,1980,1989,7
0354,花园岗村志,新党员 New CCP Membership,总 Total,,1990,1999,8
0355,孟石岗村志,共产党员 CCP Membership,总 Total,,1949,2001,56
0355,孟石岗村志,共产党员 CCP Membership,男 Male,,1949,2001,47
0355,孟石岗村志,共产党员 CCP Membership,女 Female,,1949,2001,9
0355,孟石岗村志,阶级成分 Class Status,,地主 Landlord,1947,1952,1
0355,孟石岗村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,4
0356,西水头村志,入伍 Military Enlistment,,,1951,2007,63
0356,西水头村志,共产党员 CCP Membership,总 Total,,1954,2008,67
0357,义东沟村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,54
0357,义东沟村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,379
0357,义东沟村志,入伍 Military Enlistment,,,1950,1951,11
0357,义东沟村志,入伍 Military Enlistment,,,1956,2008,100
0359,新塘村志,入伍 Military Enlistment,,,1949,2000,80
0359,新塘村志,村民纠纷 Number of Civil Mediations,,,1996,2000,81
0361,黄洞村志,村民纠纷 Number of Civil Mediations,,,2002,2005,222
0363,黄村村志,入伍 Military Enlistment,,,1955,2006,190
0364,官井头村志,新党员 New CCP Membership,总 Total,,1949,1959,33
0364,官井头村志,新党员 New CCP Membership,总 Total,,1960,1969,12
0364,官井头村志,新党员 New CCP Membership,总 Total,,1970,1979,29
0364,官井头村志,新党员 New CCP Membership,总 Total,,1980,1989,10
0364,官井头村志,新党员 New CCP Membership,总 Total,,1990,1999,31
0364,官井头村志,新党员 New CCP Membership,总 Total,,2000,2006,36
0364,官井头村志,阶级成分 Class Status,,地主 Landlord,1947,1952,1
0364,官井头村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,8
0364,官井头村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,13
0364,官井头村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,286
0365,珠村村志,入伍 Military Enlistment,,,1949,2005,127
0365,珠村村志,入伍 Military Enlistment,,,1990,2005,53
0366,分将池村志,入伍 Military Enlistment,,,1958,2006,78
0368,油甘埔村志,入伍 Military Enlistment,,,1956,2005,51
0369,尚介村志,入伍 Military Enlistment,,,1949,2010,102
0370,关址村志,入伍 Military Enlistment,,,1951,2010,25
0370,关址村志,村民纠纷 Number of Civil Mediations,,,2008,2010,14
0370,关址村志,阶级成分 Class Status,,地主 Landlord,1947,1952,3
0370,关址村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,7
0373,李袁村志,新党员 New CCP Membership,总 Total,,1950,1959,15
0373,李袁村志,新党员 New CCP Membership,总 Total,,1960,1969,35
0373,李袁村志,新党员 New CCP Membership,总 Total,,1970,1979,86
0373,李袁村志,新党员 New CCP Membership,总 Total,,1980,1989,35
0373,李袁村志,新党员 New CCP Membership,总 Total,,1990,1999,38
0373,李袁村志,新党员 New CCP Membership,总 Total,,2000,2010,51
0374,李沟头村志,新党员 New CCP Membership,总 Total,,1972,1976,2
0374,李沟头村志,阶级成分 Class Status,,地主 Landlord,1947,1952,3
0374,李沟头村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,3
0375,三勤村志,入伍 Military Enlistment,,,1949,2011,65
0377,横山村志,入伍 Military Enlistment,,,1949,2012,116
0382,盘石村志,入伍 Military Enlistment,,,1949,1995,127
0383,清河村志,入伍 Military Enlistment,,,1951,1995,150
0383,清河村志,新党员 New CCP Membership,总 Total,,1950,1959,11
0383,清河村志,新党员 New CCP Membership,总 Total,,1960,1969,11
0383,清河村志,新党员 New CCP Membership,总 Total,,1970,1979,29
0383,清河村志,新党员 New CCP Membership,总 Total,,1980,1989,33
0383,清河村志,新党员 New CCP Membership,总 Total,,1990,1995,53
0384,坡底村志,共产党员 CCP Membership,男 Male,,1954,2011,47
0384,坡底村志,共产党员 CCP Membership,女 Female,,1954,2011,18
0384,坡底村志,共产党员 CCP Membership,总 Total,,1954,2011,65
0388,龙头村志,新党员 New CCP Membership,总 Total,,1965,1966,11
0388,龙头村志,新党员 New CCP Membership,总 Total,,1977,1997,12
0388,龙头村志,新党员 New CCP Membership,总 Total,,1999,2009,16
0391,卢家巷村志,入伍 Military Enlistment,,,1949,2014,181
0392,沙河岸村志,阶级成分 Class Status,,地主 Landlord,1947,1952,3
0392,沙河岸村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,3
0392,沙河岸村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,10
0392,沙河岸村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,59
0393,北皋村志,入伍 Military Enlistment,,,1955,2008,60
0393,北皋村志,阶级成分 Class Status,,地主 Landlord,1947,1952,2
0393,北皋村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,8
0393,北皋村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,23
0393,北皋村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,138
0396,毛俊村志,共产党员 CCP Membership,总 Total,,1958,1963,8
0396,毛俊村志,共产党员 CCP Membership,总 Total,,1974,1981,16
0396,毛俊村志,共产党员 CCP Membership,总 Total,,1982,1990,32
0396,毛俊村志,共产党员 CCP Membership,总 Total,,1990,1993,36
0396,毛俊村志,共产党员 CCP Membership,总 Total,,1994,1996,38
0396,毛俊村志,共产党员 CCP Membership,总 Total,,1997,1999,40
0396,毛俊村志,共产党员 CCP Membership,总 Total,,1999,2002,43
0396,毛俊村志,共产党员 CCP Membership,总 Total,,2002,2005,50
